Latitude,Longitude,MAT,MAP
-72.25,94.75,-41.59,382.69
37.25,-83.25,13.43,1209.34
-86.75,89.75,-50.77,13.84
32.25,20.25,20.43,258.32
-32.25,20.25,12.06,244.76
-2.75,111.25,26.65,2585.73
53.25,-78.25,-2.75,628.54
53.25,78.25,1.24,297.36
49.25,-94.75,3.64,599.16
49.25,94.75,-7.41,202.14
-26.25,-64.25,21.24,846.64
26.25,64.25,22.69,111.51
-14.25,133.75,27.08,925.98
28.75,35.75,18.46,41.46
72.75,128.25,-14.17,220.04
-72.75,128.25,-48.86,410.53
59.25,59.25,-0.45,568.68
64.75,117.25,-10.56,277.47
26.25,26.75,21.2,6.63
-26.25,26.75,16.01,566.81
70.75,102.75,-13.57,267.38
-70.75,102.75,-34.76,459.69
12.25,77.75,25.23,895.55
71.75,-86.75,-13.35,172.41
71.75,86.75,-11.42,317.53
-71.75,86.75,-33.48,298.19
19.25,29.25,27.32,23.85
-19.25,29.25,19.65,651.14
25.75,117.75,16.55,1656.26
-25.75,117.75,23.08,219.77
39.25,27.75,12.12,595.98
-71.75,-68.25,-11.22,477.62
-71.75,68.25,-12.83,249.91
-16.25,-47.75,20.88,1664.2
16.25,47.75,23.74,103.14
-16.25,47.75,25.5,1650.98
49.75,-67.25,0.69,1125.74
49.75,67.25,3.11,209.38
-84.75,-111.25,-34.09,35.72
-84.75,111.25,-51.21,27.61
3.75,97.25,11.07,2443.22
57.25,87.25,-0.2,466.93
13.75,76.25,24.87,536.71
-43.75,-69.25,9.18,221.05
29.25,95.75,3.42,1682.3
71.25,117.75,-14.23,202.8
-71.25,117.75,-40.66,454.18
26.75,38.75,20.61,41.1
-85.75,-166.75,-40.44,93.64
-85.75,166.75,-43.49,83.89
5.25,35.25,27.99,1068.04
-5.25,35.25,21.34,568.44
58.75,-116.25,-2.12,396.44
58.75,116.25,-5.59,298.69
3.25,-68.25,26.99,3482.51
-3.25,-68.25,26.27,3055.9
-79.25,-98.75,-29.78,224.3
79.25,98.75,-17.16,153.8
-79.25,98.75,-54.14,26.25
-23.75,118.25,25.77,322.24
-86.75,-170.75,-44.78,53.45
-86.75,170.75,-47.96,50.1
-27.25,140.75,22.44,170.74
0.75,17.75,24.58,1702.55
-0.75,17.75,25.15,1723.1
43.75,69.25,9.89,181.72
-72.25,132.75,-44.56,575.11
-73.25,135.75,-45.28,462.26
-24.25,137.75,24.33,233.43
0.25,-55.75,26.91,2265.31
-0.25,-55.75,26.31,2475.47
-30.25,147.75,19.72,447.49
54.75,156.25,-1.02,652.29
61.25,93.25,-5.53,571.27
77.25,-67.75,-12.63,89.59
-77.25,67.75,-46.63,46.54
81.25,-59.25,-23.08,116.67
-81.25,59.25,-56.5,25.74
9.75,30.25,28.34,765.13
-9.75,30.25,19.8,1356.1
-20.25,145.75,23.39,647.89
66.25,-48.75,-11.13,254.3
66.25,48.75,-1.41,518.42
67.75,174.75,-11.14,156.73
-86.75,-157.75,-42.41,48.53
-86.75,157.75,-48.4,42.74
-83.25,-83.25,-28.28,94.5
-83.25,83.25,-54.45,19.27
-1.75,136.25,21.71,2459.88
14.25,-4.75,28.41,540.98
14.25,4.75,29.14,444.16
-75.75,-129.25,-25.77,449.46
-75.75,129.25,-50,51.42
69.75,-31.75,-18.28,613.76
69.75,31.75,-0.61,426.9
-28.75,-50.25,14.12,1693.88
-74.25,17.75,-34.17,339.81
-78.25,-117.25,-27.98,198.73
-78.25,117.25,-52.72,31.03
46.25,54.75,10.28,129.63
-22.25,-48.75,21.74,1213.39
22.25,48.75,28.22,81.15
75.75,60.25,-9.88,222.48
-75.75,60.25,-41.08,95.62
-21.25,-49.75,23.18,1231.05
70.75,-40.75,-28.63,282.25
-70.75,40.75,-26.56,675.04
49.75,56.25,5.11,267.01
3.75,-68.25,27.52,2760.16
-3.75,-68.25,26.14,2882.62
62.25,82.25,-4,551.9
-86.25,-138.75,-40.91,42.99
-86.25,138.75,-48.49,39.11
-21.75,-69.25,16.08,16.99
16.75,73.75,26.26,3737.78
-16.25,135.25,26.54,791.8
8.25,24.25,22.56,1082.38
-8.25,24.25,22.98,1437.53
7.25,23.75,23.78,1481.6
-7.25,23.75,23.95,1471.86
16.25,-0.75,29.68,184.79
16.25,0.75,29.77,225.27
64.25,-112.75,-8.73,269.5
64.25,112.75,-9.77,324.35
-81.25,-0.75,-36.53,172.27
-81.25,0.75,-37.97,151.62
-29.75,146.25,20.4,369.95
41.25,127.25,1.26,853.08
64.75,-99.25,-12.05,214.6
64.75,99.25,-10.97,356.75
-78.25,-132.25,-27.17,242.1
-78.25,132.25,-46.76,61.41
52.25,-92.75,0.7,650.21
52.25,92.75,-7.7,368.83
43.75,-108.25,7.56,259.88
63.25,63.75,-2.55,493.7
43.75,108.25,6,137
61.25,-99.75,-8.31,317.89
61.25,99.75,-6.74,394.73
-85.25,-14.25,-41.86,75.54
-85.25,14.25,-46.84,29.53
-33.25,20.75,15.17,272.77
-33.25,151.25,16.28,1063.72
43.75,142.25,6.75,1129.53
62.25,16.25,1.14,505.04
46.75,-53.25,4.57,1417.87
-79.75,-93.75,-30.63,195.66
0.25,41.25,27.57,467.59
-0.25,41.25,27.18,457.33
54.75,-123.25,1.64,605.01
54.75,123.25,-6.43,490.12
53.75,52.25,3.73,436.36
67.25,-137.25,-8.48,290.64
-87.75,-47.25,-45.81,17.88
-87.75,47.25,-50.38,9.68
67.25,137.25,-16.17,186.14
-67.25,137.25,-21.7,622.69
45.75,-99.75,5.97,464.63
45.75,99.75,2.39,195.36
-7.25,-54.75,26.65,2364.44
57.25,42.25,3.76,599.17
45.75,56.75,9.33,134.93
21.75,-7.25,28.25,74.32
21.75,7.25,26.33,41.72
-72.75,155.25,-30.03,476.95
30.75,-102.25,17.88,302.32
30.75,102.25,2.58,772.81
-81.25,53.75,-56.47,26.39
43.25,-4.75,7.24,1192.79
-23.75,-63.25,23.15,671.24
-79.75,93.75,-54.03,25.11
-85.75,-86.25,-36.3,27.93
-85.75,86.25,-51.9,15.65
49.25,51.25,7.68,203.16
70.75,122.75,-14.64,298.89
-70.75,122.75,-39.91,547.67
-88.25,-43.25,-46.95,13.26
-88.25,43.25,-49.9,8.74
68.75,-162.25,-10.1,218.54
68.75,162.25,-12.26,148.2
3.75,-57.25,26.45,2093.3
-3.75,-57.25,27.36,2278.94
80.75,-70.75,-25.41,112.14
-80.75,70.75,-56.27,25.8
-18.25,-44.25,22.6,1332.95
18.25,44.25,23.99,177.41
-18.25,44.25,25.99,1002.69
47.25,-100.75,5.08,420.65
47.25,100.75,-2.66,264.14
73.25,-35.75,-27.22,269.55
-73.25,35.75,-36.35,394.95
66.75,-115.25,-10.78,224.78
66.75,115.25,-13.11,287.42
-66.75,115.25,-14.29,586.56
42.25,-122.75,11.54,465.79
2.25,29.25,22.99,1629.04
-2.25,29.25,18.39,1280.51
42.25,122.75,8.05,554.12
-17.75,139.75,26.43,778.35
-21.75,116.25,26.92,399.02
48.25,129.25,-0.62,624.36
-86.25,-71.25,-38.35,28.8
-86.25,71.25,-51.67,13.55
-83.75,-114.75,-27.75,46.37
65.75,-20.25,2.79,570.61
65.75,20.25,0.9,527.91
54.75,11.25,8.54,488.6
46.75,53.25,9.43,141.22
-79.25,-122.25,-27.51,99.56
-79.25,122.25,-50.92,33.4
3.25,34.75,25.84,617.59
-3.25,34.75,19.65,764.54
-82.25,-103.25,-31.69,85.07
-82.25,103.25,-53.22,24.54
52.25,11.25,8.7,589.3
18.75,-96.25,25.43,1641.75
68.75,62.75,-7.28,317.15
-68.75,62.75,-22.77,396.45
18.75,96.25,26.13,2111.65
13.75,-1.25,28.95,575.9
13.75,1.25,29.1,441.4
68.75,166.25,-14.44,188.48
39.25,57.75,17.05,131.14
4.25,-71.25,26.72,2444.89
-4.25,-71.25,26.03,2966.08
-77.25,-4.75,-32.42,385.72
-77.25,4.75,-32.1,298.49
43.75,46.75,11.66,322.9
-84.25,-143.25,-23.41,109.42
-84.25,143.25,-42.47,99.41
-81.25,-1.25,-36.03,179.61
-81.25,1.25,-38.5,145.84
-87.75,-159.75,-47.83,27.45
-2.75,138.25,29.89,2626.58
-83.75,-12.25,-37.52,133.68
-83.75,12.25,-45.79,42.93
36.75,-81.75,12.58,1130.71
36.75,81.75,11.25,57.74
-72.25,81.25,-30.25,204.9
-75.25,63.25,-34.51,118.84
-12.75,-59.75,22.85,1996.32
-88.25,-152.25,-49.22,19.25
18.75,-102.25,29.19,867.58
18.75,102.25,25.88,2245.73
-88.25,152.25,-50.25,17.08
36.75,-80.75,11.83,1090.23
27.25,38.25,20.11,31.72
36.75,80.75,9.81,48.85
-23.75,135.75,22.29,285.64
-15.75,-63.75,25.7,1367.4
14.75,103.75,27.1,1355.51
55.75,52.75,3.08,487.77
72.25,-99.75,-7.83,366.47
-72.25,-99.75,-19.55,660.75
40.25,-82.75,9.98,977.96
40.25,82.75,11.79,59.61
-88.25,-156.25,-49.55,19.88
-88.25,156.25,-50.23,18.07
55.75,-109.75,-0.01,453.09
55.75,109.75,-4.47,281.68
41.25,-117.75,6.43,222.89
41.25,117.75,6.57,547.4
-80.25,-119.75,-27.2,60.1
-80.25,119.75,-51.77,33.18
44.25,47.25,11.88,274.16
-23.25,132.75,22.52,279.2
-37.75,146.25,9.03,1324.46
72.75,-123.75,-13.53,127.54
72.75,123.75,-14.38,193.38
-84.25,46.75,-53.28,18.32
1.75,27.75,24.87,1772.48
-1.75,27.75,21.71,1948.09
48.75,-78.25,0.57,885.65
48.75,78.25,2.51,188.84
25.25,85.75,25.97,1077.45
75.25,-53.25,-17.76,174.52
-75.25,53.25,-43.72,172.5
-18.75,126.75,27.42,492.81
-17.25,131.75,26.39,662
-9.75,-57.75,25.75,2148.18
41.75,-107.75,5.63,206.01
10.75,-10.75,23.89,1349.53
10.75,10.75,26.41,817.69
41.75,107.75,3.3,180.01
79.75,-25.75,-19.36,152.32
-79.75,-25.75,-21.94,328.35
79.75,25.75,-10.08,284.96
-79.75,25.75,-53.91,45.83
-12.75,-67.25,25.7,1574.11
35.25,-90.75,16.07,1280.16
35.25,90.75,-6.18,251.38
35.75,136.25,12.92,1879.93
48.25,52.75,8.7,178.89
-86.75,-39.75,-43.31,37.61
-86.75,39.75,-50.45,11.74
81.25,-46.25,-23.02,132.13
21.25,49.75,28.77,73.01
-82.75,-10.25,-35.03,183.89
-82.75,10.25,-45.26,59.14
-81.75,-1.75,-35.93,165.4
-81.75,1.75,-39.16,125.42
23.25,44.25,25.76,119.25
-23.25,44.25,23.05,496.32
-86.75,-62.25,-43.06,26.18
-86.75,62.25,-51.13,11.8
54.75,134.25,-4.74,573.03
66.25,-109.25,-10.78,257.02
15.25,108.25,23.03,2057.44
55.25,-162.75,3.55,1088.58
-78.25,-0.75,-33.7,312.96
-78.25,0.75,-34.26,289.67
-77.75,-105.25,-25.89,364.47
-77.75,105.25,-55.04,49.21
28.25,31.75,21.06,7.7
-28.25,31.75,21.37,971.95
42.25,-115.25,7.77,339.82
42.25,115.25,3.19,406.97
-87.75,159.75,-49.69,25.04
-76.25,155.75,-29.84,223.19
-31.75,-59.75,18.23,1059.49
31.75,59.75,12.73,103.37
30.75,29.75,21.15,136.03
-30.75,29.75,16.99,787.58
39.25,-89.75,12.21,990.18
30.75,-81.75,20.02,1316.91
30.75,81.75,2.16,275.7
39.25,89.75,11.02,32.38
-26.25,125.75,22.75,218.39
31.75,20.25,19.96,226.8
-31.75,20.25,15.26,217.85
1.25,-73.75,22.17,2022.83
-1.25,-73.75,25.79,2772.81
-19.75,134.75,25.96,430.48
60.75,35.75,1.94,672.94
-77.25,-143.25,-25.85,425.88
48.25,-102.25,3.81,418.53
39.25,33.75,9.7,431.86
48.25,102.25,-2.42,288.39
-81.25,46.25,-56.31,27.32
28.75,91.75,2.03,348.52
-85.25,-17.75,-41.19,81.89
-85.25,17.75,-47.42,26.69
48.25,39.25,7.67,504.64
-76.75,-122.75,-29.1,349.79
-76.75,122.75,-51.02,43.26
66.25,19.75,-0.76,501.41
52.25,13.75,9.15,532.47
-81.25,-98.75,-31.79,131.09
-81.25,98.75,-54.24,24.48
59.25,-76.75,-6.03,451.91
-72.75,123.75,-48.88,341.79
-32.75,138.25,16.82,418.89
45.25,51.75,10.94,141.94
-16.25,-45.25,23.5,1117.14
16.25,45.25,25.23,327.52
-16.25,45.25,26.53,1225.95
62.25,-144.25,-16.09,280.28
62.25,144.25,-17.2,263.5
69.25,173.75,-13.1,166.84
28.25,-104.25,16.95,304.53
28.25,104.25,16.02,1032.22
11.25,-10.25,25.82,1386.44
11.25,10.25,26.54,778.14
64.75,-124.25,-6.91,286.77
64.75,124.25,-10.25,306.53
65.25,-163.25,-5.21,343.01
65.25,163.25,-15.05,279.33
-26.75,-53.75,19.28,1760.9
26.75,53.75,24.99,171.78
49.75,59.75,3.82,210.78
-84.75,-29.25,-37.62,117.49
-84.75,29.25,-49.38,21.61
61.75,38.25,1.59,650.52
-27.75,125.75,21.73,213.35
65.75,-140.75,-7.34,319.82
65.75,140.75,-19.03,221.36
22.25,-3.25,29.39,43.23
22.25,3.25,27.48,44.8
8.75,125.75,26.94,2753.56
-8.75,125.75,23.62,1470.11
2.25,128.25,26.82,1887.6
49.25,-57.75,3.1,1170.06
49.25,57.75,5.04,237.97
73.25,-28.75,-20.47,291.83
-73.25,28.75,-34.19,314.78
61.25,-160.25,-1.53,374.73
61.25,160.25,-2.34,367.63
-77.25,-142.75,-25.68,427.38
-77.25,142.75,-36.07,165.56
11.75,-0.75,27.71,899.52
11.75,0.75,22.89,900.53
81.75,-57.25,-20.48,130.7
-81.75,57.25,-56.28,24.44
50.75,22.25,7.73,559.92
41.25,22.75,14.72,644.45
-88.25,-14.25,-47.35,12.23
-88.25,14.25,-48.49,9.8
74.25,-54.75,-14.3,202.25
-74.25,54.75,-38.36,316.77
-29.75,125.75,18.29,213.19
57.25,-94.75,-5.18,454.49
-77.25,143.25,-35.44,170.49
-31.25,-70.75,-3.76,231.64
31.25,70.75,25.17,223.05
67.25,-150.75,-3.58,286.24
69.75,-26.75,-7.96,480.88
69.75,26.75,-2.6,406.08
67.25,150.75,-12.16,234.59
58.75,-125.75,0.07,500.6
58.75,125.75,-5.32,610.09
52.25,-110.75,2.61,372.47
52.25,110.75,-3.45,334.49
-20.75,148.75,23.52,1496.53
49.75,18.75,7.92,912.82
73.75,-45.75,-24.52,217.73
-73.75,45.75,-41.3,396.96
47.75,7.75,7.66,1080.49
33.75,-94.25,17.29,1178.47
33.75,94.25,-2.95,434.41
-40.25,-65.25,15.3,270.25
40.25,65.25,15.06,184.22
-13.25,-47.25,24.57,1546.32
29.75,46.25,24.11,95.16
55.75,-112.25,0.61,515.22
55.75,112.25,-8.16,352.49
70.75,-53.25,-7.32,205.59
75.75,-43.75,-24.73,208.59
-75.75,43.75,-48.64,124.95
-70.75,53.25,-32.43,708.48
-69.25,-65.75,-15.16,398.35
-69.25,65.75,-20.93,379.27
59.25,76.75,-1.1,441.39
-84.25,-106.25,-32.47,38.48
-84.25,106.25,-51.94,25.67
36.75,-79.25,14.34,1087.66
-75.25,-6.25,-32.67,434.42
-75.25,6.25,-31.25,374.33
36.75,79.25,5.43,38.73
17.75,-64.75,26.89,1010.38
-17.75,-64.75,21.9,1039.16
44.75,-115.25,3.19,586.21
-87.25,-34.75,-44.63,27.47
-87.25,34.75,-49.52,10.9
44.75,115.25,1.6,255.19
57.75,-117.25,-0.07,456.65
57.75,117.25,-6.14,332.59
-74.75,162.25,-22.5,297.43
44.75,-70.25,4.09,1156.23
-44.75,-70.25,8.07,260.99
44.75,70.25,9.71,138.43
-80.75,151.75,-30.05,213.61
-6.25,-39.75,24.87,819.7
6.25,39.75,22.08,1090.54
33.25,-79.75,17.53,1297.24
33.25,79.75,0.07,79.13
-88.75,-33.25,-47.46,10.32
-88.75,33.25,-49.04,8.06
26.75,40.75,22.34,120.99
-18.75,-41.75,23.09,1194.17
18.75,41.75,29.47,227.73
70.25,-77.75,-12.88,215.08
70.25,77.75,-10.62,348.49
-70.25,77.75,-20.48,151.48
-8.25,-47.25,25.51,1401.25
31.25,24.25,19.33,97.91
-31.25,24.25,14.67,340.79
57.25,94.75,-1.83,306.28
-30.25,-55.75,18.7,1501.96
30.25,55.75,15.39,84.55
-87.25,-167.75,-46.46,38.85
-87.25,167.75,-49.1,35.4
-31.75,127.75,17.36,264.45
-82.25,-129.75,-23.88,77.43
-19.75,-66.25,6.82,200.54
59.75,-110.75,-2.95,349.13
59.75,110.75,-5.79,418.76
28.75,43.75,23.67,145.09
77.25,-57.75,-20.81,111.5
65.25,-49.75,-5.68,464.96
65.25,49.75,-2.66,555.28
-77.25,57.75,-49.33,58.29
40.75,21.75,12.69,764.09
29.75,-89.75,20.62,1502
29.75,89.75,2.55,523.79
48.25,136.25,0.74,727.24
-85.25,-79.75,-33.39,38.24
-85.25,79.75,-52.58,16.11
53.75,-62.25,-4.46,866.41
53.75,62.25,2.76,352.33
-8.25,-46.75,24.57,1275.69
8.25,46.75,24.89,173.04
2.25,31.75,25.4,1098.36
-2.25,31.75,21.69,1134.59
39.25,39.75,10.99,820.99
53.25,49.75,4.35,505.02
49.75,37.75,7.53,452.6
-16.75,136.75,26.1,839.11
-20.25,146.25,23.55,657.5
76.25,-120.75,-17.91,108.22
-76.25,-120.75,-26.56,420.02
-76.25,120.75,-51.35,51.51
-23.75,131.75,21.13,280.39
28.25,-113.25,16.63,144.25
28.25,113.25,17.47,1416.64
-81.75,61.75,-56.42,23.83
65.25,60.75,-9.07,524.74
-80.75,-13.75,-30.33,323.19
-80.75,13.75,-49.43,66.54
72.25,99.75,-12.78,279.22
-72.25,99.75,-41.66,342.75
80.75,-43.75,-26.06,132.4
-80.75,43.75,-56.84,29.55
6.25,-62.25,22.83,2317.67
-6.25,-62.25,26.39,2267.22
-78.25,73.75,-50.73,37.03
-16.75,-54.75,24.77,1583.98
43.25,145.25,6.2,1040.39
-34.25,-68.25,15.56,369.41
49.25,8.25,10.38,615.22
50.75,41.25,6.16,479.2
51.25,49.75,5.85,397.64
63.25,77.25,-4.55,519.25
-82.25,-22.25,-30.63,257.58
-82.25,22.25,-49.04,34.22
38.25,42.25,4.9,918.48
66.75,-124.75,-7.76,278.12
66.75,124.75,-12.08,313.58
-66.75,124.75,-13.94,610.27
49.75,-105.25,3.48,353.74
49.75,105.25,-1.12,279.6
33.75,-113.75,20.53,180.18
33.75,113.75,15.14,735.5
46.25,-105.75,7.88,350.1
46.25,105.75,1.68,157.84
-75.25,-131.75,-21.02,464.95
-75.25,131.75,-49.36,60.79
50.25,-123.25,-0.48,1442.52
4.75,103.25,26.69,2923.8
50.25,123.25,-2.79,466.47
-33.25,122.75,15.58,489.02
46.25,29.75,9.91,429.46
27.25,29.75,21.73,7.66
-27.25,29.75,14.5,718.03
56.25,157.75,-2.36,596.2
66.75,24.25,0.04,486.95
19.25,-96.75,22.69,1710.04
19.25,96.75,23.42,1755.01
-82.75,-121.75,-24.49,58.17
-82.75,121.75,-49.3,40.63
74.75,-49.75,-19.77,198.84
-74.75,49.75,-44.26,231.81
-76.25,-79.25,-20.77,252.63
-76.25,79.25,-44.07,56.48
56.75,-64.75,-5.27,608.63
41.25,33.25,11.19,546.15
56.75,64.75,1.67,441.78
-3.75,119.75,28.04,2085.6
-83.75,114.75,-51.11,31.62
65.25,-117.25,-7.01,230.45
65.25,117.25,-11.33,284.23
12.25,-4.75,27.49,903.68
12.25,4.75,28.09,776.94
62.75,169.25,-8.4,399.08
44.75,-86.25,7.46,778.45
-86.25,-55.25,-40.95,41.91
-86.25,55.25,-51.68,12.42
44.75,86.25,7.86,185.1
63.75,-159.75,-4.32,308.86
63.75,159.75,-9.67,286.56
39.75,27.25,13.74,670.68
41.25,55.25,13.16,116.35
-85.25,-41.75,-37.06,91.85
-85.25,41.75,-51.96,16.01
45.25,-77.75,4.49,869.26
45.25,77.75,8.35,270.76
61.25,92.75,-4.33,526.51
51.75,132.75,-6.37,684.98
-73.75,145.75,-35.78,395.48
-86.75,-29.75,-43.64,38.23
-86.75,29.75,-49.44,13.09
21.75,88.25,26.51,1784.75
10.75,-61.25,24.73,1761.05
-10.75,-61.25,24.48,1923.16
4.25,-73.25,27.68,3093.42
-4.25,-73.25,26.02,2861.28
8.75,-68.75,27.78,1338.26
-8.75,-68.75,24.41,2042.33
-85.25,-132.75,-27.52,50.63
-85.25,132.75,-47.45,46.14
-3.25,133.25,27.54,2206.66
-72.25,158.25,-28.72,481.56
78.25,-44.25,-33.3,105.15
-78.25,-44.25,-21.43,173.77
-78.25,44.25,-55.61,54.56
65.25,-22.25,1.46,707.56
-9.25,147.75,14.91,3257.51
25.25,28.25,22.51,7.3
-25.25,28.25,19.52,533.13
34.25,68.25,5.65,303.68
-27.75,-49.25,16.37,1639.57
21.75,27.25,23.95,7.86
-21.75,27.25,21.06,437.03
-75.75,145.25,-34.21,220.77
7.25,-58.75,26.87,3297.24
-7.25,-58.75,27.01,2323.57
-88.75,-130.75,-48.85,11.78
-88.75,130.75,-49.79,11.37
52.75,-112.75,2.28,435.98
52.75,112.75,-5.44,326.73
70.25,-29.25,-2.8,479.19
70.25,29.25,-0.11,463.3
-89.75,-57.25,-48.9,6.97
-89.75,57.25,-49.29,6.48
23.25,-15.25,19.33,30.33
23.25,15.25,23.73,13.67
-23.25,15.25,15.62,66.78
75.75,-51.75,-20.64,161.53
-75.75,51.75,-47.03,128.47
-3.25,128.75,26.68,2161.79
38.75,-117.25,6.03,183.8
54.75,-64.25,-5.16,703.05
-54.75,-64.25,5.29,611.55
55.75,160.75,-5.85,634.89
54.75,64.25,2.23,352.22
38.75,117.25,12.77,546.81
-43.25,-67.75,11.97,214.17
10.25,19.25,27.69,899.76
-10.25,19.25,21.15,1382.7
43.25,67.75,12.86,221.73
39.75,-4.75,14.99,684.44
39.25,62.25,16.02,167.4
77.75,-59.75,-20.34,106.65
73.25,-98.25,-16.16,182.2
-73.25,-98.25,-18.32,644.5
73.25,98.25,-13.71,274.77
-73.25,98.25,-45.67,197.22
-16.25,125.75,23.72,985.82
-65.25,-62.25,-7.96,689.77
66.25,109.25,-13.77,284.54
19.25,84.25,24.45,1464.31
-23.75,-64.25,21.51,764.41
28.25,-81.75,22.63,1246.47
28.25,81.75,24.8,1317.2
71.25,-38.25,-29.06,466.22
-71.25,38.25,-28.27,656.53
70.25,98.25,-13.46,310.61
-70.25,98.25,-36.8,531.94
42.25,-106.25,4.23,317.25
-31.75,-65.75,19.99,541.05
-72.75,-5.75,-27.74,461.67
-72.75,5.75,-30.27,371.65
31.75,65.75,18.43,210.64
42.25,106.25,9.25,134.54
8.25,47.25,24.24,165.32
40.25,58.75,15.76,95.41
-80.75,-118.25,-27.28,56.63
-80.75,118.25,-52.09,32.68
-72.25,135.75,-41.86,585.21
58.25,-98.25,-2.72,536.19
7.75,-72.25,23.69,1343.59
-7.75,-72.25,25.01,2161.63
57.25,90.25,-0.22,492.98
61.25,84.75,-3.57,566.21
48.75,-96.75,3.32,514.13
48.75,96.75,-5.28,194.77
-17.75,-65.75,12.57,553.14
20.75,24.25,23.04,23.39
-20.75,24.25,22.24,362.91
72.75,-45.25,-25.12,219.67
-72.75,45.25,-37.73,603.71
60.25,-76.25,-6.14,420.46
60.25,76.25,-1.7,511.79
5.25,-7.75,25.65,2720.29
5.25,7.75,26.83,2229.84
64.75,-21.75,2.7,785.46
-36.75,142.75,14.58,454.62
53.25,30.75,6.01,600.35
-70.25,57.25,-30.85,553.7
-37.25,-65.75,15.11,552.84
72.25,-35.25,-27.73,336.6
-72.25,35.25,-31.35,535.18
37.25,65.75,17.87,175.87
19.25,78.25,26.88,995.36
70.25,-27.75,-8.47,449.83
70.25,27.75,-1.25,432.15
-31.75,18.75,17.1,175.32
-37.75,-68.25,13.41,210.03
37.75,68.25,14.14,330.13
28.25,74.25,25.89,307.26
66.25,80.25,-7.68,481.38
-15.25,128.75,27.65,812.49
-81.75,-16.75,-31.19,279.89
-81.75,16.75,-48.48,46.09
-83.75,-144.25,-22.36,136.11
-83.75,144.25,-40.52,118.63
60.75,-75.25,-7,392.33
60.75,75.25,-1.8,526.14
44.25,-108.75,6.67,243.66
-73.25,19.75,-32,341.52
-72.25,156.25,-29.13,502.91
31.75,-92.75,18.75,1433.81
31.75,92.75,0.54,527.33
27.75,79.75,25.16,901.45
21.75,19.75,24.98,18.66
-21.75,19.75,20.39,329.72
80.25,-20.75,-18.54,154.95
-80.25,-20.75,-25.78,327.48
80.25,20.75,-6.49,325.05
-80.25,20.75,-52.41,51.39
52.25,-8.25,9.46,1059.62
52.25,8.25,9.47,745.55
-29.25,-67.75,6.8,242.54
29.25,67.75,27.2,156.86
66.25,-155.75,-4.74,324.18
66.25,155.75,-13.71,244.42
55.75,-129.75,1.65,1836.46
-25.75,143.75,22.52,322.04
-87.25,-162.75,-45.96,37.92
55.25,79.25,0.33,377.38
-87.25,162.75,-49.25,34.01
41.25,-115.25,6.54,261.07
41.25,115.25,2.6,414.04
-2.75,140.25,24.87,2401.51
62.25,-124.25,-8.7,348.94
62.25,124.25,-9.05,295.66
62.25,42.25,1.5,572.26
61.75,-106.75,-7.78,272.17
61.75,106.75,-6.94,344.86
37.25,83.25,11.21,42.59
55.75,-97.25,-2.86,487.32
55.75,97.25,-0.12,421.24
63.25,18.75,3.79,475.84
72.75,-97.25,-14.01,228.94
49.25,28.75,7.6,583.54
72.75,97.25,-13.66,283.8
-72.75,97.25,-43.8,281.91
70.25,-102.75,-9.48,291.46
55.75,129.75,-11.65,524.05
67.75,-176.25,-9.91,322.76
67.75,176.25,-10.88,141.81
79.75,-93.25,-23.1,92.5
-79.75,-93.25,-30.71,200.9
79.75,93.25,-14.92,144.64
-79.75,93.25,-54.01,25.38
61.25,37.75,1.66,661.02
-87.25,-88.25,-43.52,16.88
-87.25,88.25,-50.68,12.62
-85.75,-153.75,-33.24,78.18
-85.75,153.75,-46.06,70.83
57.25,-102.25,-2.93,502.14
57.25,102.25,-2.84,347.84
61.75,-110.25,-6.21,282.42
52.75,16.25,8.39,518.55
61.75,110.25,-7.6,337.55
63.25,-161.25,-4.24,288.73
63.25,161.25,-8.63,299.7
-85.75,-171.75,-43.3,93.3
-85.75,171.75,-42.65,87.22
70.25,102.75,-13.38,267.07
-70.25,102.75,-32.84,465.62
-88.75,-82.75,-47.77,9.87
-88.75,82.75,-50.22,8.82
-19.25,128.25,26.84,469.34
-2.25,119.25,28.02,2537.07
66.75,-100.75,-13.72,133.91
-14.25,-57.75,22.24,2033.14
66.75,100.75,-11.56,306.72
-66.75,100.75,-15.24,568.42
56.25,-107.75,0.41,436.79
56.25,107.75,-2.94,418.61
-83.75,-49.25,-29.8,156.55
-83.75,49.25,-53.74,19.16
46.75,-101.75,6.15,429.21
69.75,91.75,-15.76,377.9
-69.75,91.75,-34.21,508.19
46.75,101.75,-2.19,257.98
49.75,-115.75,5.4,387.71
21.25,24.75,22.33,6.5
-21.25,24.75,22.4,333.19
15.75,-0.25,29.78,231.37
15.75,0.25,29.84,247.61
44.25,108.75,5.1,122.69
48.25,5.75,8.87,842.44
60.75,83.25,-2.97,570.6
61.75,6.25,5.93,1783.16
-83.75,-8.75,-38.84,120.7
-83.75,8.75,-44.82,51.63
-76.25,-106.75,-22.64,556
54.75,-95.25,-2.54,513.89
54.75,95.25,-4.59,455.68
76.25,106.75,-16.11,153.09
-76.25,106.75,-53.27,61.2
-15.25,-58.25,23.42,1348.13
67.75,-121.75,-10.73,189.43
67.75,121.75,-12.36,297.38
-67.75,121.75,-22.37,595.67
-76.75,-118.25,-25.96,378.34
-76.75,118.25,-51.87,44.85
-17.25,-45.75,22.88,1248.69
67.75,16.25,-0.67,1191.73
