Latitude,Longitude,MAT,MAP
-78.75,91.25,-52.77,31.56
46.25,-93.75,5.42,672.65
46.25,93.75,-2.17,120.1
-39.25,-72.75,9.9,1825.24
39.25,72.75,-3.12,373.63
-33.75,-69.25,12.7,356.71
33.75,69.25,6.13,350.42
-6.25,-59.75,26.71,2331.81
-17.75,-61.75,25.91,1040.92
48.75,50.25,7.91,209.93
67.75,-64.75,-12.13,266.03
67.75,64.75,-6.14,527.61
-67.75,64.75,-13.67,412.77
-79.75,76.75,-54.81,28.79
15.75,19.75,29.5,125.07
-15.75,19.75,20.72,819.39
50.25,56.25,5.22,294.08
-70.75,50.75,-33.18,748.18
67.25,61.25,-5.22,470.91
82.75,-65.25,-17.81,153.69
-82.75,-65.25,-22.38,166.64
-82.75,65.25,-56.05,20.51
-85.25,-61.75,-35.16,59.71
-85.25,61.75,-52.93,14.66
49.75,137.25,0.3,605.51
54.25,-115.25,1.8,535.99
54.25,115.25,-5.91,328
26.75,-10.25,21.53,51.52
26.75,10.25,24.43,21.13
-31.25,122.25,18.27,274.98
-85.25,-41.25,-37.11,92.74
-85.25,41.25,-51.88,16.09
82.75,-23.75,-17.26,148.63
-82.75,-23.75,-31.47,226.23
50.75,58.25,3.15,297.93
44.75,27.25,10.69,413.05
74.25,-47.25,-23.04,214.71
-74.25,47.25,-43,292.89
37.75,-113.25,10.24,302.15
-81.75,-9.75,-33.29,253.69
-81.75,9.75,-43.84,71.43
37.75,113.25,7.69,414.34
47.75,7.25,9.93,875.3
-85.75,-88.75,-37.51,27.24
-85.75,88.75,-51.77,15.83
45.25,-106.25,6.21,342.42
45.25,106.25,3.46,127.29
49.75,30.75,7.78,606.3
58.75,-120.25,-0.72,461.1
58.75,120.25,-7.27,337.34
64.75,26.75,1,589.17
47.25,-84.25,3.26,1247.16
47.25,84.25,1.08,274.55
78.75,-86.75,-18.78,104.65
-78.75,-86.75,-30.88,231.94
-84.25,-156.25,-22.84,184.74
-84.25,156.25,-39.89,148.26
30.25,-5.75,17.63,87.42
30.25,5.75,21.68,46.48
51.25,14.25,8.65,721.45
-17.75,128.75,27.45,654.1
22.25,106.25,20.29,1534.98
-86.75,-149.25,-39.51,43.44
-87.75,-50.75,-45.93,17.77
-87.75,50.75,-50.48,9.63
-86.75,149.25,-48.62,37.93
46.25,15.75,8.23,1059.83
51.75,47.75,4.38,577.61
-16.75,134.75,26.39,655.76
67.75,25.25,0.06,492.64
68.75,-124.25,-10.76,191.43
68.75,124.25,-12.24,309.72
-68.75,124.25,-29.82,593.55
-88.25,-53.75,-47.02,12.83
-88.25,53.75,-50.28,8.77
53.25,141.25,-2.42,486.24
-84.25,-141.25,-23.72,99.84
-84.25,141.25,-43.03,91.68
-83.75,-73.25,-28.6,97.2
-83.75,73.25,-54.79,17.74
-76.75,-91.25,-24.88,293.66
7.25,14.75,23.07,1480.69
-7.25,14.75,24.05,1483.47
-76.75,91.25,-51.82,52.89
27.25,39.75,22.52,125.65
37.25,-82.75,12.92,1148.78
37.25,82.75,11.82,49.3
54.75,-67.75,-4.3,770.87
-54.75,-67.75,2.51,541.41
44.75,27.75,11.16,380.94
54.75,67.75,1.72,334.33
67.75,58.75,-4.88,439.9
-67.75,58.75,-18.97,449.87
69.25,-126.75,-11.06,154.47
80.25,-42.75,-30.13,132.47
-80.25,42.75,-57.37,31.89
69.25,126.75,-15.65,307.75
32.25,72.75,24.02,431.58
79.75,-60.75,-20.98,112.19
-79.75,60.75,-55.67,31.64
-18.25,126.25,27.43,573
69.75,-73.25,-15.79,223.69
59.25,56.25,1.87,555.88
20.25,-75.75,25.05,1305.03
20.25,75.75,25.49,709.31
-72.75,56.75,-33.86,546.47
69.25,-82.75,-13.39,231.3
69.25,82.75,-9.81,374.99
-69.25,82.75,-23.1,283.51
-89.75,-155.75,-49.12,7.37
-89.75,155.75,-49.21,7.29
80.25,-88.25,-21,73.74
-80.25,-88.25,-28.49,188.83
52.75,-60.75,-1.86,939.01
26.75,-7.25,22.62,42.63
26.75,7.25,23.18,23.68
52.75,60.75,2.8,345.44
-80.25,88.25,-54.51,24.19
-17.75,131.75,26.37,617.19
8.75,125.25,24.5,2415.2
-8.75,125.25,27.28,1395.73
55.75,83.25,0.82,452.37
61.25,-113.75,-3.21,304.1
-86.75,-81.25,-41.61,20.16
-86.75,81.25,-50.87,13.39
61.25,113.75,-6.41,377.9
55.25,-86.75,-4.23,534.91
55.25,86.75,0.83,569.35
-83.75,-16.25,-36.57,145.95
-83.75,16.25,-47.02,37.54
72.25,-105.25,-7.83,341.7
72.25,105.25,-13.59,225.23
-72.25,105.25,-41,274.51
3.75,-69.25,26.79,2719.2
-3.75,-69.25,27.19,2616.14
-23.75,138.75,24.58,234.71
49.25,59.25,4.32,208.82
27.75,-99.25,22.76,508.6
27.75,99.25,8.26,823.91
-84.75,87.25,-52.62,16.83
37.25,15.25,17.88,650.14
33.75,37.75,16.51,149.67
2.75,23.25,24.53,1593.2
-2.75,23.25,23.69,1759.85
-83.25,-6.75,-37.6,135.62
-83.25,6.75,-43.86,66.62
14.75,-15.75,27.9,533.52
14.75,15.75,28.88,271.41
-14.75,15.75,20.43,892.89
-28.75,131.25,18.44,210.65
-34.25,140.75,17.08,246.38
64.75,-86.25,-11.8,273.9
64.75,86.25,-5.54,568.68
-74.25,126.25,-50.68,154.39
-88.75,-161.75,-49.66,14.81
67.25,-113.75,-13.17,217.56
67.25,113.75,-13.84,285.67
-67.25,113.75,-15.84,467.82
-88.75,161.75,-50.35,13.81
73.25,113.75,-14.35,161.47
-73.25,113.75,-47.5,192.64
-37.75,-71.25,5.6,2096.05
37.75,71.25,0.58,326.82
45.25,-73.25,6.17,1019.8
45.25,73.25,7.42,145.37
67.25,80.25,-8.28,513.5
-15.25,130.25,27.44,929.97
22.75,120.75,21.03,3998.22
-22.75,120.75,24.28,310.32
66.25,-145.25,-5.57,180.46
25.75,-103.75,18.56,267.75
25.75,103.75,13.76,961.77
66.25,145.25,-20.41,221.32
-79.75,155.25,-31.04,218.56
64.25,-116.75,-5.78,259.6
64.25,116.75,-10.4,273.33
70.75,-40.25,-28.85,330.76
-70.75,40.25,-25.57,671.64
24.25,-9.75,24.31,38.45
24.25,9.75,23.41,17.22
82.25,-25.25,-16.95,148.3
-69.25,126.75,-32.98,601.1
27.25,-1.75,24.44,19
27.25,1.75,25.64,14.87
62.75,61.75,-1.97,517.68
26.75,-0.75,25.52,16.46
26.75,0.75,26.02,16.07
38.75,52.75,15.99,133.95
17.75,-95.25,25.21,2493.91
-21.25,-47.25,20.48,1407.97
21.25,47.25,28.51,107.14
-21.25,47.25,17.39,1397.94
17.75,95.25,26.64,1850.36
36.75,-96.75,14.97,900.51
36.75,96.75,5.16,111.3
-79.75,156.75,-28.35,220.91
-22.75,140.25,24.58,266.85
58.75,7.25,2.68,1488.55
-24.25,129.25,22.9,275.08
1.25,22.25,24.52,1831.78
-1.25,22.25,25.39,2005.55
54.25,-93.25,-1.75,534.33
-82.25,-25.25,-29.99,258.44
-82.25,25.25,-50.22,31.78
-77.75,-114.75,-26.74,280.99
29.25,18.75,21.47,54.11
-29.25,18.75,19.34,106.71
-77.75,114.75,-53.3,35.73
-87.25,-179.75,-48.46,39.13
-87.25,179.75,-48.5,39.03
67.75,-126.75,-8.34,252.88
67.75,126.75,-14.24,283.96
-67.75,126.75,-24.36,617.35
-1.75,136.75,28.87,2644.91
-42.75,-70.25,6.3,510.44
42.75,70.25,8.63,508.47
-88.25,-158.25,-49.65,19.89
-88.25,158.25,-50.2,18.31
0.25,26.75,23.98,1908.52
-0.25,26.75,24.25,1894.2
72.75,127.25,-13.98,205.66
-72.75,127.25,-49.01,393.09
4.25,-51.75,25.48,3619.72
54.25,93.25,0.01,516.14
-79.75,-127.25,-26.57,100.83
-79.75,127.25,-48.85,45.63
15.75,32.25,28.92,119.19
-15.75,32.25,26.5,718.63
75.25,-38.25,-25.74,200.36
-75.25,38.25,-45.87,152.8
4.75,-61.75,22.22,1708.81
-4.75,-61.75,26.3,2413.1
41.75,-99.75,9.72,540.94
41.75,99.75,9.52,50.94
2.75,10.25,25.46,2515.6
-2.75,10.25,26.05,1619.63
5.75,-56.75,27.13,1887.51
-5.75,-56.75,27.39,2106.57
-4.25,-47.25,25.88,1483.18
4.25,47.25,27.68,218.78
63.25,-125.25,-9.99,352.28
63.25,125.25,-9.85,299.06
60.75,-121.25,-3.6,378.08
16.25,16.75,29.17,71.59
-4.25,-51.75,26.35,1814.09
65.75,-148.25,-3.64,309.44
-10.75,-76.25,3.97,895.1
10.75,76.25,27.56,2749.4
65.75,148.25,-16.91,263.43
-83.25,-15.75,-34.69,174.69
-83.25,15.75,-46.94,39.39
46.75,32.25,9.99,441.16
60.25,32.75,3.82,653.02
63.75,-147.25,-12.02,317.56
-17.25,128.75,28.31,694.83
63.75,147.25,-16.09,260.69
71.25,147.75,-14.43,183.74
-71.25,147.75,-30.34,592.42
-88.75,-70.75,-47.68,9.85
-88.75,70.75,-50.41,8.43
7.75,-10.75,25.7,2327.8
7.75,10.75,25.64,1197.52
8.25,-10.25,24.38,2586.07
8.25,10.25,27.46,1072.96
48.75,52.75,7.97,201.7
-78.75,86.75,-52.47,33.11
-3.75,-44.75,26.3,1711.51
3.75,44.75,27.25,380.27
2.25,39.25,27.01,401.05
-2.25,39.25,26.32,632.93
33.25,78.75,-3.59,298.73
53.25,-100.25,0.39,471.04
53.25,100.25,-8.18,392.22
62.25,-79.75,-8.95,313.5
62.25,79.75,-3.86,541.15
44.25,-119.75,7.67,298.14
43.75,17.25,9.87,1297.8
44.25,119.75,5.35,370.73
31.75,130.75,17.77,2219.58
58.25,34.75,3.93,646.8
-83.75,-121.75,-25.51,52.29
-83.75,121.75,-49.46,39.15
-0.25,-49.25,26.82,3297.44
25.25,86.75,26.22,1102.26
69.25,-38.25,-26.3,694.46
35.25,135.75,12.35,1951.65
27.25,28.25,22.95,7.37
-27.25,28.25,15.46,636.06
29.75,-6.75,20.63,173.64
29.75,6.75,22.36,33.65
-88.25,-104.75,-47.55,11.72
46.25,45.25,10.5,273.38
-88.25,104.75,-50.25,11.08
57.75,58.75,0.92,569.66
-83.75,-81.75,-30.07,78.31
-83.75,81.75,-54.14,17.98
35.75,136.75,12.97,3069.3
-35.75,136.75,14.25,618.68
62.25,-137.75,-6.14,271.56
62.25,137.75,-12.43,381.91
80.25,-20.25,-22.03,155.13
-80.25,-20.25,-26.14,327.59
80.25,20.25,-8.12,329.02
-80.25,20.25,-52.19,52.94
19.75,23.75,25.43,68.39
-19.75,23.75,23.36,425.85
66.75,-108.75,-11.67,228.38
67.75,78.75,-8.97,531.07
-71.75,163.75,-24.41,417.1
66.75,-137.75,-8.21,346.6
66.75,137.75,-15.51,200.06
-66.75,137.75,-16.69,617.55
32.75,9.75,20.84,144.47
58.25,54.25,1.78,517.95
20.25,96.25,26.9,940.85
50.75,-106.75,3.18,375.7
45.75,-99.25,5.58,467.76
45.75,99.25,2.26,181.49
50.75,106.75,-0.9,282.79
-24.75,151.75,20.67,990.51
-32.75,18.25,17.13,284.63
61.25,38.25,2.08,646.65
50.75,19.75,8.05,620.52
46.25,-66.25,4.38,1068.6
46.25,66.25,9.37,124.91
17.75,19.25,28.71,39.89
-17.75,19.25,23.08,523.95
58.25,11.75,7.32,707.46
63.75,54.75,-1.23,575.44
29.75,-3.25,22.18,46.41
29.75,3.25,22.23,41.82
-89.75,-27.25,-48.92,6.67
-89.75,27.25,-49.2,6.4
27.25,15.25,22.71,13.56
-83.75,-15.25,-36.77,143.25
-83.75,15.25,-46.76,37.03
53.25,-104.25,0.33,423.52
-76.75,70.75,-43.44,49.88
53.25,104.25,-2.05,320.72
-85.75,-169.75,-43.27,94.14
-85.75,169.75,-42.81,86.2
-85.25,-95.25,-38.07,30.38
-85.25,95.25,-51.88,18.03
-14.25,26.75,19.86,972.93
40.75,-115.25,4.89,390.61
40.75,115.25,8.57,429.97
72.25,92.75,-13.22,294.71
-72.25,92.75,-40.73,376.19
53.75,53.75,3.25,404.5
9.25,24.25,22.16,1002.67
-9.25,24.25,22.13,1332.14
-29.75,-63.75,17.4,813.27
29.75,63.75,20.53,78.88
25.75,47.75,26.47,84.57
-89.25,-61.25,-48.07,8.51
-89.25,61.25,-49.86,7.35
47.75,22.25,9.72,536.14
10.75,-1.25,28.4,943.02
10.75,1.25,28.1,1038.07
32.75,-16.75,17.82,879.03
44.25,124.25,5.68,456.91
18.75,83.75,24.54,1258.53
68.25,-142.25,-11.2,199.67
68.25,142.25,-13.02,235.42
-68.25,142.25,-23.34,602.51
43.75,6.75,8.71,1028.3
78.25,-86.25,-18.08,128.84
-78.25,-86.25,-36.56,238.34
-78.25,86.25,-51.8,37.48
-8.75,146.75,26.61,2112.56
22.75,-80.25,25,1369.57
22.75,80.25,24.59,1333.84
-82.25,-22.75,-30.56,257.89
-82.25,22.75,-49.38,33.78
-89.75,-54.75,-48.91,6.96
-89.75,54.75,-49.29,6.49
22.75,-105.25,22.64,1159
22.75,105.25,22.13,1988.11
-87.25,-51.25,-44.71,22.9
-87.25,51.25,-50.66,10.5
18.25,36.25,28.2,86.18
-18.25,36.25,25.71,1043.67
3.75,-72.75,26.03,2550.48
-3.75,-72.75,26.32,3017.64
23.75,-2.25,28.35,21.15
23.75,2.25,27.29,26.35
44.75,62.75,10.2,99.15
-76.75,157.25,-29.64,208.38
58.75,-118.75,-0.71,436.36
58.75,118.75,-4.89,330.94
55.75,32.75,4.5,601.4
47.75,-55.75,4.17,1697.08
47.75,55.75,7.24,209.31
-38.25,146.25,12.69,929.15
41.75,-100.25,9.28,559.23
41.75,100.25,9.17,43.36
-8.25,-47.75,25.97,1528.79
63.25,28.75,1.83,617.67
8.25,47.75,23.92,160.94
-29.25,131.25,18.93,209.95
12.25,29.75,27.29,602.57
-12.25,29.75,20.53,1149.03
-16.25,145.25,23.69,2075.46
-6.75,-50.75,19.84,1900.23
62.25,-143.75,-5.38,289.8
23.25,19.75,23.44,11.84
-23.25,19.75,21,247.88
62.25,143.75,-18.56,260.7
68.25,-75.75,-12.1,217.41
68.25,75.75,-9.01,392.07
64.25,-17.25,-1.04,1663.75
64.25,17.25,1,517.2
65.75,82.75,-6.69,495.09
64.75,60.25,-5.35,538.32
68.75,-135.25,-9.07,218.1
68.75,135.25,-15.68,201.85
-68.75,135.25,-32.99,613.29
69.25,-111.75,-13.14,133.91
69.25,111.75,-13.36,258.39
-69.25,111.75,-26.64,424.4
54.25,-82.75,-3.69,507.8
54.25,82.75,0.73,423.74
68.75,-82.25,-13.68,226.33
68.75,82.25,-9.56,418.19
-68.75,82.25,-20.31,297.45
21.75,92.25,25.83,3081.51
52.75,-116.25,1.99,578.14
52.75,116.25,-5.55,359.79
24.75,33.25,24.32,3.66
-24.75,33.25,23.72,770.07
-32.25,123.75,17.24,264.32
18.25,17.25,27.95,30.84
-18.25,17.25,22.71,437.99
66.75,108.75,-14.05,276.03
-13.75,-42.25,22.8,696.76
53.25,-92.75,-1.68,553.64
53.25,92.75,1.22,516.37
73.25,-86.75,-14.4,153.25
73.25,86.75,-13.16,279.43
-73.25,86.75,-39.13,209.84
68.75,87.75,-9.29,428.48
-68.75,87.75,-24.89,484.49
-13.75,130.25,26.55,1357.2
31.75,-107.75,16.91,241.79
0.25,-56.75,27.15,2475.56
-0.25,-56.75,26.97,2622.44
31.75,107.75,13.77,1227.07
43.25,-88.75,7.98,848.18
43.25,88.75,6.04,97.88
70.25,-93.75,-15.82,192.25
70.25,93.75,-15.24,361.98
-87.75,-129.75,-46.9,18.63
-84.75,-52.75,-34.2,95.07
-84.75,52.75,-53.2,16.15
47.25,-85.75,3.7,758.78
47.25,85.75,-0.92,206.17
35.75,48.75,9.22,378.76
-82.25,-125.25,-23.91,63.19
-88.75,-30.25,-47.45,10.29
-88.75,30.25,-48.97,8.13
-82.25,125.25,-48.52,46.76
-82.25,161.25,-26.57,251.28
-88.25,-119.25,-48.28,13.02
-88.25,119.25,-50.17,12.41
-83.25,-125.25,-23.86,60.35
48.75,-92.75,2.57,721.5
48.75,92.75,0.29,125.13
-83.25,125.25,-48.25,45.97
-18.75,141.25,26.74,609.78
27.75,5.25,25.06,20.87
-71.25,12.75,-15.51,332.58
12.75,22.75,25.54,549.07
-12.75,22.75,19.19,1105.44
-86.75,-78.25,-42.03,21.09
-86.75,78.25,-50.92,13.29
-87.75,129.75,-50.15,17.46
-89.75,-147.75,-49.12,7.37
-89.75,147.75,-49.25,7.28
-7.25,108.75,26.13,2373.48
-73.25,129.75,-48.89,330.4
36.25,-101.75,13.29,457.89
36.25,101.75,3.94,391.45
44.25,-79.75,6.17,776.26
44.25,79.75,8.21,175.23
-22.25,127.75,24.85,349.91
32.25,79.75,-6.76,169.99
-22.25,126.75,25.01,346.62
32.75,-114.75,23.14,76.73
32.75,114.75,15.71,859.39
-32.75,148.25,17.69,595.48
46.25,3.25,11.11,718.08
24.25,81.25,25.47,1070.89
28.25,17.25,21.33,27.72
-28.25,17.25,17.92,55.91
-4.75,-44.75,25.83,1725.52
4.75,44.75,27.77,297.17
78.75,-97.75,-18.68,108.81
-78.75,-97.75,-28.78,263.17
-78.75,97.75,-53.28,29.71
67.25,-101.75,-14.39,122.01
67.25,101.75,-12.11,276.54
-67.25,101.75,-19.69,528.84
38.75,-110.75,7.28,168.03
38.75,110.75,8.24,460.39
-78.75,-108.75,-28.01,221.75
-78.75,108.75,-54.93,27.25
31.25,49.75,23.84,328.38
-82.75,165.75,-31.72,263.37
47.75,-92.75,3.73,682.95
47.75,92.75,-0.46,120.98
17.25,76.25,27.31,698.43
64.75,-142.75,-11.56,300.56
64.75,142.75,-17.07,240.64
-32.75,148.75,16.02,626.48
-78.75,-14.25,-28.87,354.62
78.75,14.25,-7.65,363.6
-78.75,14.25,-50.11,97.58
28.25,-111.25,25.31,227.07
28.25,111.25,12.42,1423.61
23.75,-100.75,18.27,398.98
74.25,-20.75,-13.1,216.63
60.25,10.75,3.21,797.07
-74.25,20.75,-35.95,302.33
26.25,30.75,22.39,8.21
-26.25,30.75,15.91,1020.64
70.25,133.75,-15.08,230.68
-70.25,133.75,-37.25,598.26
72.25,-51.75,-17.5,225.68
-72.25,51.75,-36.75,694.74
-85.25,-38.75,-37.48,95.31
-85.25,38.75,-51.52,16.6
-84.25,-155.25,-22.83,181.32
-84.25,155.25,-40.01,145
62.25,-149.75,-1.75,666.99
62.25,149.75,-12.47,342.66
16.75,101.75,23.53,1158.28
71.25,103.25,-13.97,265.22
-71.25,103.25,-36.6,426.98
58.25,78.75,-0.67,490.47
62.75,37.75,1.11,625.4
-84.75,-131.75,-26.34,55.01
-84.75,131.75,-46.9,50.18
46.25,-0.75,12.5,782.45
46.25,0.75,11.31,829.97
-70.75,13.25,-13.59,264.78
62.75,-93.75,-10.95,312.02
62.75,93.75,-8.46,519.74
-27.75,131.25,20.45,229.82
81.75,-84.75,-24.97,96.14
-81.75,-84.75,-26.69,154.27
-81.75,84.75,-54.95,20.89
56.25,-103.25,-2.1,534.84
56.25,103.25,-2.35,320.75
58.25,-126.25,-4.19,498.96
58.25,126.25,-8.31,598.41
14.25,20.25,29.56,389.73
-14.25,20.25,19.62,962.58
73.25,109.75,-14.86,171.68
-73.25,109.75,-45.88,170.58
45.25,39.25,11.49,696.14
17.75,-12.75,29.48,200.5
17.75,12.75,27.08,20.34
-17.75,12.75,14.45,271.9
20.75,29.25,26.12,12.62
-20.75,29.25,20.79,485.57
24.25,79.75,26.43,1081.12
30.25,-98.25,18.97,877.43
30.25,98.25,3.38,554.14
40.25,-108.25,7.06,339.37
40.25,108.25,6.66,220.96
-84.25,169.75,-33.09,187.92
59.75,17.75,5.44,519.61
-1.25,121.75,24.76,3353.71
-83.75,-6.25,-39.59,111.56
-83.75,6.25,-43.9,61.94
57.75,60.25,1.08,517.17
48.75,-100.25,3.16,444.08
-83.75,-27.25,-33.91,165.79
-83.75,27.25,-49.48,25.55
48.75,100.25,-1.63,247.23
-27.75,-68.25,1.53,175.85
27.75,68.25,27.15,192.69
12.25,78.75,27.55,1048.87
55.25,-73.75,-3.74,717.45
55.25,73.75,1.3,379.85
12.25,-3.25,28.51,833.88
12.25,3.25,28.91,694.41
-87.25,-63.75,-44.82,20.14
-17.75,-63.25,24.68,1219.37
-87.25,63.75,-50.82,11.05
63.75,72.25,-4.15,493.3
39.75,-75.25,12.63,1086.17
-6.25,-45.75,25.15,1246.29
6.25,45.75,27.07,278.95
39.75,75.25,5.75,162.05
27.25,73.25,26.22,298.47
-73.25,18.75,-31.77,349.81
28.25,-10.75,18.11,107.22
28.25,10.75,22.17,26.31
54.25,16.25,8.34,710.73
22.25,106.75,21.77,1273.34
18.25,-71.25,27.66,1019.24
-79.25,-161.75,-26.24,328.01
-9.75,149.25,18.04,2429.4
41.75,62.25,14.22,68.14
72.25,-99.25,-8.57,362.97
-72.25,-99.25,-19.39,661.37
72.25,99.25,-12.84,281.93
-72.25,99.25,-41.76,349.6
-16.25,124.75,26.22,1137.17
-74.25,-97.75,-22.23,590.1
74.25,97.75,-16.43,278.62
-74.25,97.75,-48.81,109.66
-88.25,-134.25,-48.26,15.67
-88.25,134.25,-50.25,14.56
34.75,-78.25,16.71,1229.57
34.75,78.25,-2.02,134.25
65.25,-103.25,-11.29,165.22
1.25,41.25,28.07,459.29
-1.25,41.25,26.68,859.65
65.25,103.25,-11.03,350.05
-88.25,-23.75,-46.97,13.04
-88.25,23.75,-48.53,9.2
-76.25,160.75,-24.9,228.87
34.75,-115.25,21.68,107.12
34.75,115.25,14.52,668.65
-78.25,74.75,-50.67,37.26
20.75,21.75,26.25,40.55
-20.75,21.75,22.31,418.19
-81.25,61.75,-56.69,25.5
53.75,49.75,4.4,497.17
11.25,79.25,28.42,1145.24
-26.25,132.75,20.68,247.37
-35.75,-67.25,16.52,442.88
40.75,-85.75,10.11,978.95
40.75,85.75,11.78,66.76
-81.25,-121.75,-25.67,58.75
23.75,-110.25,23.55,326.75
23.75,110.25,19.3,1654.57
-81.25,121.75,-50.76,39.14
67.25,168.25,-12.32,222.68
66.75,-151.25,-5.82,351.87
81.75,-76.25,-23.02,112.31
-81.75,-76.25,-21.6,186.28
-81.75,76.25,-56.34,21.61
66.75,151.25,-11.94,244.56
57.25,-70.25,-5.97,542.35
57.25,70.25,0.88,452.68
-85.25,-33.25,-38.51,99.49
-85.25,33.25,-50.3,18.67
28.75,120.75,13.5,1872.55
-28.75,120.75,20.68,236.52
42.75,62.25,13.48,77.75
3.25,26.25,24.33,1788.46
-3.25,26.25,23.79,1622.14
46.25,52.75,9.21,147.96
36.25,3.75,15.2,546.87
-88.25,-98.75,-47.24,13.26
53.25,-59.75,-1.88,942.7
53.25,59.75,2.02,358.53
-88.25,98.75,-50.32,10.84
30.75,81.25,3.8,271.68
1.75,16.75,24.8,1661.92
-1.75,16.75,25.86,1565.77
-87.75,-142.75,-46.6,23.1
-87.75,142.75,-49.96,21.06
17.75,35.25,29.7,95.79
-17.75,35.25,25.8,954.71
42.75,-109.75,2.57,269.5
-87.75,-61.25,-46.28,16.52
-87.75,61.25,-50.66,10.04
42.75,109.75,6.4,177.95
-21.25,-43.25,20.38,1510.14
21.25,43.25,27.22,162.47
51.25,-66.25,-3.01,930.66
51.25,66.25,2.32,237.92
59.75,-103.75,-5.41,400.7
59.75,103.75,-5.52,392.53
-37.25,-69.75,14.3,320.81
37.25,69.75,13.02,366.21
18.75,-2.75,29.06,55.63
18.75,2.75,28.98,132.14
48.75,43.75,8.17,376.93
70.75,147.75,-13.78,212.56
-70.75,147.75,-28.72,599.09
43.75,-100.25,9.15,482.79
43.75,100.25,8.91,92.23
-70.75,8.25,-13.55,325.89
-13.75,-51.25,24.56,1589.27
24.25,29.25,21.76,5.08
-24.25,29.25,17.24,616.71
-26.75,124.75,22.04,219.79
2.75,113.75,25.59,3722.12
-2.75,113.75,26.64,2301.48
64.75,170.25,-8.4,383.8
6.25,30.25,27.13,932.34
-6.25,30.25,21.27,1048.27
64.25,58.75,-3.59,636.55
-86.25,-148.75,-35.73,55.46
78.25,-83.75,-19.59,135.44
-78.25,-83.75,-18.29,230.57
-78.25,83.75,-51.39,37.4
-86.25,148.75,-48.01,47.71
20.25,25.25,23.7,27.96
-20.25,25.25,23.72,409.07
-72.75,-12.25,-18.13,468.89
50.25,65.25,4.54,196.25
80.75,-34.25,-23.53,144.02
-80.75,-34.25,-20.39,289.81
-80.75,34.25,-55.29,31.64
-86.25,-94.25,-39.31,23.21
-86.25,94.25,-51.06,15.46
-74.25,142.75,-40.39,328.25
50.75,20.25,7.68,593.48
66.75,-149.75,-8.48,309.26
31.25,27.25,19.36,136.79
-31.25,27.25,12.63,601.05
36.75,-117.25,23.72,91.86
36.75,117.25,14.4,647.56
28.75,13.25,21.04,27.8
-86.75,-41.25,-43.3,37.19
-86.75,41.25,-50.57,11.69
-7.75,-49.75,23.74,1750.61
7.75,49.75,29.05,186.52
-79.25,-4.25,-33.32,321.5
-79.25,4.25,-43.39,165.45
67.25,63.75,-5.62,533.48
5.25,-77.25,27.17,6790.48
-5.25,-77.25,25.45,1577.88
61.75,-117.25,-3.42,275.43
61.75,117.25,-7.44,293.64
-89.75,-60.75,-48.9,6.98
-89.75,60.75,-49.31,6.48
13.75,-0.25,29.14,546.85
13.75,0.25,28.88,521.71
42.25,48.75,13,376.77
74.25,101.75,-14.18,276.69
-74.25,101.75,-49.75,100.68
-75.75,-69.25,-27.5,355.68
-75.75,69.25,-36.15,74.01
-16.25,-50.25,23.41,1757.51
16.25,50.25,23.22,112.54
-84.25,-15.25,-38.9,118.42
-84.25,15.25,-46.56,34.12
-40.25,-68.75,8.93,185
40.25,68.75,15.13,293.21
65.25,12.75,4.58,1307.65
-88.25,-14.75,-47.33,12.25
-88.25,14.75,-48.51,9.78
71.75,-32.75,-22.26,374.12
58.25,30.75,4.85,629.03
-71.75,32.75,-26.4,529.57
-18.75,130.75,25.98,518.89
80.75,-69.25,-22.18,110.77
66.75,149.75,-11.92,251.8
82.75,-75.75,-20.39,128.37
-82.75,-75.75,-24.85,144.35
65.75,33.75,0.71,424.97
-82.75,75.75,-55.56,19.81
-64.25,-60.75,-14.27,649.1
-20.25,-44.75,21.42,1532.44
20.25,44.75,27.63,142.11
-20.25,44.75,26.1,857.02
64.25,60.75,-3.75,494.6
-75.25,153.25,-30.98,265.52
-75.25,-127.25,-20.49,462.74
-75.25,127.25,-50.86,69.52
69.75,-146.75,-12.55,94.24
69.75,146.75,-13.83,205.76
34.75,-120.25,12.98,393.1
45.75,12.25,13.18,1021.11
59.75,48.25,1.67,629.92
60.75,66.25,-0.56,477.44
-81.75,-100.75,-31.41,110.14
-81.75,100.75,-53.66,24.95
50.25,-122.25,1.33,743.75
50.25,122.25,-3.13,447.74
32.25,41.25,21.95,92.9
-24.25,-51.75,20.05,1599.31
24.25,51.75,27.18,65.12
-6.25,134.25,27.47,1937.78
-86.25,-132.75,-42.67,38.01
-86.25,132.75,-48.97,34.44
-82.75,-49.75,-28.86,208.39
-82.75,49.75,-54.86,22.34
-27.25,130.25,21.8,259.18
67.75,-139.25,-9.07,242
67.75,139.25,-15.5,199.22
-67.75,139.25,-24.73,611.87
62.75,12.25,-0.58,581.94
-72.75,12.25,-28.49,364.76
7.25,-66.75,27.64,1553.1
-7.25,-66.75,25.33,2389.46
-39.25,175.25,10.13,2004.84
51.25,-123.25,-2.37,430.71
51.25,123.25,-4.46,462.32
-82.75,23.75,-49.42,30.7
58.75,-114.25,-1.4,392.09
58.75,114.25,-6.46,437.07
-84.75,-16.75,-40.06,101.71
-84.75,16.75,-46.92,30.89
40.25,46.75,12.09,454.35
7.75,-64.25,27.31,1314.56
